title,url,year
"INFORME DE EXAMEN ESPECIAL A LOS INGRESOS, EGRESOS Y OBRAS DE DESARROLLO LOCAL",http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-quinta/2010?download=3862,2010
INFORME DE EXAMEN ESPECIAL A LOS INGRESOS EGRESOS Y PROYECTOS,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-quinta/2010?download=3884,2010
"INFORME DE EXAMEN ESPECIAL A LA VERIFICACION DE DONACIONES, COMODATOS, CONCESIONES, ENDEUDAMIENTO Y DEMAS ACCIONES QUE AFECTAN EL PATRIMONIO MUNICIPAL",http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-quinta/2010?download=3883,2010
"INFORME DE EXAMEN ESPECIAL A LA PARCELACION DE LA HACIENDA LA JOYA, MUNICIPIO DE SAN VICENTE, DEPARTAMENTO DE SAN VICENTE, INFORME DE EXAMEN ESPECIAL",http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-quinta/2010?download=3887,2010
INFORME DE EXAMEN ESPECIAL A LA EJECUCION PRESUPUESTARIA.,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-quinta/2010?download=3865,2010
INFORME DE EXAMEN ESPECIAL A LA EJECUCION PRESUPUESTARIA.,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-quinta/2010?download=3870,2010
"INFORME DE EXAMEN ESPECIAL A LA EJECUCION PRESUPUESTARIA, INGRESOS, EGRESOS, DISPONIBILIDADES, E INVERSIONES EN OBRAS DE DESARROLLO LOCAL",http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-quinta/2010?download=3875,2010
"INFORME DE EXAMEN ESPECIAL A LA EJECUCION PRESUPUESTARIA, INGRESOS, EGRESOS, DISPONIBILIDADES E INVERSIONES EN OBRAS DE DESARROLLO LOCAL.",http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-quinta/2010?download=3858,2010
"INFORME DE EXAMEN ESPECIAL A LA EJECUCION PRESUPUESTARIA, INGRESOS, DISPONIBILIDADES E INVERSION EN OBRAS DE DESARROLLO LOCAL",http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-quinta/2010?download=3857,2010
INFORME DE EXAMEN ESPECIAL A LA EJECUCION PRESUPUESTARIA,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-quinta/2010?download=3859,2010
INFORME DE EXAMEN ESPECIAL A LA EJECUCION PRESUPUESTARIA,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-quinta/2010?download=3861,2010
INFORME DE EXAMEN ESPECIAL A LA EJECUCION PRESUPUESTARIA,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-quinta/2010?download=3871,2010
INFORME DE AUDITORIA FINANCIERA.,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-quinta/2010?download=3866,2010
INFORME DE AUDITORIA FINANCIERA Y USO DE VEHICULOS Y CONSUMO DE COMBUSTIBLE,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-quinta/2010?download=3854,2010
INFORME DE AUDITORIA FINANCIERA Y OPERATIVA,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-quinta/2010?download=3886,2010
INFORME DE AUDITORIA DE GESTION A LOS SISTEMAS INFORMATICOS,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-quinta/2010?download=3880,2010
INFORME DE AUDITORIA DE GESTION A LOS SISTEMAS INFORMATICOS,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-quinta/2010?download=3888,2010
"EXAMEN ESPECIAL SOBRE VERIFICACION DE DONACIONES, SUSCRIPCIONES DE DEUDAS Y OTROS",http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-quinta/2010?download=3877,2010
EXAMEN ESPECIAL A LA EJECUCION PRESUPUESTARIA,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-quinta/2010?download=3876,2010
EXAMEN ESPECIAL A LA EJECUCION PRESUPUESTARIA,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-quinta/2010?download=3878,2010
"EXAMEN ESPECIA A LOS INGRESOS, EGRESOS, Y PROYECTOS",http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-quinta/2010?download=3881,2010
AUDITORIA FINANCIERA Y OPERATIVA,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-quinta/2010?download=3879,2010
AUDITORIA FINANCIERA,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-quinta/2010?download=3855,2010
AUDITORIA FINANCIERA,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-quinta/2010?download=3872,2010
REF.: JC-III-057-2016,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-tercera/2017-cam03?download=7194:ref-jc-iii-057-2016,2017
REF.: JC-III-056-2015,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-tercera/2017-cam03?download=7195:ref-jc-iii-056-2015,2017
REF.: JC-III-054-2015,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-tercera/2017-cam03?download=7192:ref-jc-iii-054-2015,2017
REF.: JC-III-053-2015,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-tercera/2017-cam03?download=7694:ref-jc-iii-053-2015,2017
REF.: JC-III-049-2016,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-tercera/2017-cam03?download=7211:ref-jc-iii-049-2016,2017
REF.: JC-III-048-2016,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-tercera/2017-cam03?download=7699:ref-jc-iii-048-2016,2017
REF.: JC-III-047-2016,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-tercera/2017-cam03?download=7212:ref-jc-iii-047-2016,2017
REF.: JC-III-044-2016,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-tercera/2017-cam03?download=7193:ref-jc-iii-044-2016,2017
REF.: JC-III-043-2015,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-tercera/2017-cam03?download=7693:ref-jc-iii-043-2015,2017
REF.: JC-III-023-2017,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-tercera/2017-cam03?download=7701:ref-jc-iii-023-2017,2017
REF.: JC-III-023-2016,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-tercera/2017-cam03?download=7702:ref-jc-iii-023-2016,2017
REF.: JC-III-022-2017,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-tercera/2017-cam03?download=7700:ref-jc-iii-022-2017,2017
REF.: JC-III-015-2017,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-tercera/2017-cam03?download=7695:ref-jc-iii-015-2017,2017
REF.: JC-III-015-2016,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-tercera/2017-cam03?download=7698:ref-jc-iii-015-2016,2017
REF.: JC-III-013-2015,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-tercera/2017-cam03?download=7213:ref-jc-iii-013-2015,2017
REF.: JC-III-007-2017,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-tercera/2017-cam03?download=7692:ref-jc-iii-007-2017,2017
REF.: JC-III-006-2016,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-tercera/2017-cam03?download=7696:ref-jc-iii-006-2016,2017
REF.: JC-III-003-2017,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-tercera/2017-cam03?download=7691:ref-jc-iii-003-2017,2017
REF.: JC-III-001-2017,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-tercera/2017-cam03?download=7697:ref-jc-iii-001-2017,2017
"MUNICIPALIDAD DE CIUDAD ARCE, DEPARTAMENTO DE LA LIBERTAD,PERÍODO DEL 1 DE ENERO AL 31 DE DICIEMBRE DE 2014",http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-tercera/2017-cam03?download=5603,2017
"INFORME DE EXAMEN ESPECIAL POR DENUNCIA SOBRE SUPUESTAS IRREGULARIDADES COMETIDAS POR EL CONCEJO MUNICIPAL DE SANTA ANA, DEPARTAMENTO DE SANTA ANA, RELACIONADAS CON LA EXISTENCIA DE DOS FUNCIONARIOS EN EL MISMO CARGO DE GERENTES, ",http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-tercera/2017-cam03?download=5602,2017
"INFORME DE EXAMEN ESPECIAL A LA EJECUCIÓNPRESUPUESTARIA Y PROYECTOS DE INVERSIÓN EN OBRAS DE DESARROLLO LOCAL A LA MUNICIPALIDAD DE SAN PEDRO PUXTLA, DEPARTAMENTO DE AHUACHAPAN,POR EL PERÍODO DEL 1 DE ENERO AL 31 DE DICIEMBRE DE 2014",http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-tercera/2017-cam03?download=5600,2017
"INFORME DE EXAMEN ESPECIAL A LA EJECUCIÓN PRESUPUESTARIA Y PROYECTOS DE INVERSIÓN EN OBRAS DE DESARROLLO LOCAL, DE LA MUNICIPALIDAD DE SAN JULIAN, DEPARTAMENTO DE SONSONATE, CORRESPONDIENTE AL PERÍODO DEL 1 DE ENERO AL 31 DE DICIEMBRE DEL 2014",http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-tercera/2017-cam03?download=5606,2017
"INFORME DE EXAMEN ESPECIAL A LA EJECUCIÓN PRESUPUESTARIA Y A LA LEGALIDAD DE LAS TRANSACCIONES Y EL CUMPLIMIENTO DE OTRAS DISPOSICIONES APLICABLES, A LA MUNICIPALIDAD DE APANECA, DEPARTAMENTO DE AHUACHAPÁN,",http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-tercera/2017-cam03?download=5601,2017
"INFORME DE EXAMEN ESPECIAL A LA EJECUCIÓN DEL PRESUPUESTO A LA MUNICIPALIDAD DE CAROLINA,DEPARTAMENTO DE SAN MIGUEL, CORRESPONDIENTE AL PERÍODO DEL 1 DE ENERO DE 2014 AL 30 DE ABRIL DE 2015.",http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-tercera/2017-cam03?download=5605,2017
"INFORME DE AUDITORIA FINANCIERA A LA MUNICIPALIDAD DE DOLORES,DEPARTAMENTO DE CABAÑAS,PERÍODO COMPRENDIDO DEL 1 DE ENERO AL 31 DE DICIEMBRE DE 2014",http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-tercera/2017-cam03?download=5598,2017
"INFORME DE AUDITORÍA DE GESTIÓN A LAS TECNOLOGÍAS DE INFORMACION Y COMUNICACION DEL MINISTERIO DE SALUD, POR EL PERÍODO DEL 1 DE ENERO DE 2013 AL 31 DE MAYO DE 2015",http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-tercera/2017-cam03?download=5599,2017
"INFORME DE AUDITORIA DE GESTION A LA MUNICIPALIDAD DE SAN FRANCISCO LEMPA, DEPARTAMENTO DE CHALATENANGO, POR EL PERIODO DEL 1 DE ENERO DE 2012 AL 30 DE ABRIL DE 2015.",http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-tercera/2017-cam03?download=5604,2017
INFORME DE EXXAMEN ESPECIAL A LA EJECUCIÓN PRESUPUESTARIA A LOS INGRESOS Y EGRESOS Y PROYECTOS.,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-cuarta/2015?download=2252,2015
INFORME DE EXAMEN ESPECIAL.,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-cuarta/2015?download=2246,2015
INFORME DE EXAMEN ESPECIAL.,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-cuarta/2015?download=2297,2015
"INFORME DE EXAMEN ESPECIAL, SOBRE ATRASO EN EL PAGO DE SALARIOS.",http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-cuarta/2015?download=2232,2015
INFORME DE EXAMEN ESPECIAL SOBRE PRESUNTAS ANOMALÍAS EN EL NOMBRAMIENTO DE JEFE INTERINO DEL ÁREA DE ASESORÍA JURÍDICA Y MANEJO DE EXPEDIENTES SOBRE INSPECCIÓN EFECTUADAS EN NEGOCIO DEL DISTRITO NO.2,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-cuarta/2015?download=2275,2015
INFORME DE EXAMEN ESPECIAL RELACIONADO CON EL EJERCICIO PRESUPUESTARIO,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-cuarta/2015?download=2273,2015
INFORME DE EXAMEN ESPECIAL PRACTICADO A LOS SISTEMAS INFORMÁTICOS.,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-cuarta/2015?download=2235,2015
INFORME DE EXAMEN ESPECIAL POR DENUNCIA SOBRE SUPUESTAS IRREGULARIDADES COMETIDAS.,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-cuarta/2015?download=2283,2015
INFORME DE EXAMEN ESPECIAL POR DENUNCIA SOBRE SUPUESTAS IRREGULARIDADES COMETIDAS POR EL ALCALDE Y EL CONCEJO MUNICIPAL,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-cuarta/2015?download=2270,2015
INFORME DE EXAMEN ESPECIAL POR DENUNCIA CIUDADANA EN CONTRA DEL EX DIRECTOR INTERNO DEL CONSEJO DIRECTIVO ESCOLAR DEL CENTRO ESCOLAR CONSTITUCIÓN 1950 SAN SALVADOR.,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-cuarta/2015?download=2272,2015
INFORME DE EXAMEN ESPECIAL DE VERIFICACIÓN DEL PROCESO DE LICITACIÓN PÚBLICA NACIONAL NO. SENSEMBRA-01/2013,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-cuarta/2015?download=2287,2015
INFORME DE EXAMEN ESPECIAL DE GESTIÓN AMBIENTAL.,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-cuarta/2015?download=2244,2015
INFORME DE EXAMEN ESPECIAL DE GESTIÓN AMBIENTAL.,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-cuarta/2015?download=2260,2015
INFORME DE EXAMEN ESPECIAL DE GESTIÓN AMBIENTAL.,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-cuarta/2015?download=2282,2015
INFORME DE EXAMEN ESPECIAL A PROYECTOS DE INFRAESTRUCTURA DE CONSULTA CIUDADANA Y AL FORTALECIMIENTO INSTITUCIONAL.,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-cuarta/2015?download=2253,2015
INFORME DE EXAMEN ESPECIAL A LOS SERVICIOS DE SALUD Y AL ÁREA DE RECURSOS HUMANOS.,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-cuarta/2015?download=2247,2015
INFORME DE EXAMEN ESPECIAL A LOS PROCESOS DE COMPRA.,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-cuarta/2015?download=2239,2015
"INFORME DE EXAMEN ESPECIAL A LOS INGRESOS, EGRESOS Y PROYECTOS.",http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-cuarta/2015?download=2234,2015
"INFORME DE EXAMEN ESPECIAL A LOS INGRESOS, EGRESOS Y PROYECTOS.",http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-cuarta/2015?download=2278,2015
INFORME DE EXAMEN ESPECIAL A LOS INGRESOS Y GASTOS.,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-cuarta/2015?download=2251,2015
INFORME DE EXAMEN ESPECIAL A LOS INGRESOS Y GASTOS,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-cuarta/2015?download=2288,2015
"INFORME DE EXAMEN ESPECIAL A LOS FONDOS DE LOS PRESTAMOS NOS. 1782/OC-ES, 2069/OC-ES Y 2070/OC-ES, SUSCRITO POR EL GOBIERNO DE EL SALVADOR, CON EL BANCO INTERAMERICANO DE DESARROLLO (BID), EJECUTADO POR EL MINISTERI DE EDUCACIÓN",http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-cuarta/2015?download=2259,2015
"INFORME DE EXAMEN ESPECIAL A LOS FONDOS DE LOS PRESTAMOS NOS. 1782/OC-ES, 2069/OC-ES Y 2070/OC-ES, SUSCRITO POR EL GOBIERNO DE EL SALVADOR CON EL BANCO INTERAMERICANO DE DESARROLLO (BID), EJECUTADO POR EL MINISTERIO DE EDUCACIÓN",http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-cuarta/2015?download=2261,2015
"INFORME DE EXAMEN ESPECIAL A LOS FONDOS DE LOS PRESTAMOS NOS. 1782/OC-ES, 2069/0C-ES Y 2070/OC-ES SUSCRITOS POR EL GOBIERNO DE EL SALVADOR CON EL BANCO INTERAMERICANO DE DESARROLLO (BID), EJECUTADO POR EL MINISTERIO DE EDUCACIÓN.",http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-cuarta/2015?download=2238,2015
INFORME DE EXAMEN ESPECIAL A LA VERIFICACIÓN DEL USO DE VEHÍCULOS NACIONALES.,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-cuarta/2015?download=2233,2015
INFORME DE EXAMEN ESPECIAL A LA EJECUCIÓN PRESUPUESTARIA.,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-cuarta/2015?download=2293,2015
INFORME DE EXAMEN ESPECIAL A LA EJECUCIÓN PRESUPUESTARIA Y PROYECTOS DE INVERSIÓN EN OBRAS DE DESARROLLO LOCAL.,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-cuarta/2015?download=2231,2015
INFORME DE EXAMEN ESPECIAL A LA EJECUCIÓN PRESUPUESTARIA Y PROYECTOS DE INVERSIÓN EN OBRAS DE DESARROLLO LOCAL.,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-cuarta/2015?download=2257,2015
INFORME DE EXAMEN ESPECIAL A LA EJECUCIÓN PRESUPUESTARIA Y PROYECTOS DE INVERSIÓN EN OBRAS DE DESARROLLO LOCAL.,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-cuarta/2015?download=2269,2015
INFORME DE EXAMEN ESPECIAL A LA EJECUCIÓN PRESUPUESTARIA,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-cuarta/2015?download=2265,2015
INFORME DE EXAMEN ESPECIAL A LA EJECUCIÓN PRESUPUESTARIA,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-cuarta/2015?download=2290,2015
INFORME DE EXAMEN ESPECIAL A LA EJECUCIÓN DEL PRESUPUESTO.,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-cuarta/2015?download=2284,2015
INFORME DE EXAMEN ESPECIAL,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-cuarta/2015?download=2249,2015
INFORME DE EXAMEN ESPECIAL,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-cuarta/2015?download=2255,2015
